,id,link,titulo,precio,direction,superficie_total,superficie_util,superficie_terraza,ambientes,dormitorios,banos,estacionamientos,cant_max_habitantes,bodegas,gastos_comunes,orientacion,tipo_departamento,cantidad_pisos,departamentos_piso,numero_piso_unidad,codigo,fecha,published_time,latitude,longitude,comuna,published,divisa,region
1392,1393,https://www.portalinmobiliario.com/mlc-1268885786-mp-avda-peru-santos-dumont-3-dorm-2banos-incluye-bodega-_jm#position=48&search_layout=stack&type=item&tracking_id=f43a8e46-2a0e-45fb-8374-eb64442d2cf6,mp- avda peru / santos dumont 3 dorm 2baños incluye bodega,400000.0,"santos dumont 70, recoleta, chile, cerro blanco, recoleta",75.0,72.0,0.0,0,3,2,,0,1,90000.0,null,,0,0,14,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4233929,-70.6386375,Recoleta,2023-02-12 17:56:38.677574,pesos,Rm (metropolitana)
1393,1394,https://www.portalinmobiliario.com/mlc-1288502480-metro-los-leones-capullo-_jm#position=49&search_layout=stack&type=item&tracking_id=f43a8e46-2a0e-45fb-8374-eb64442d2cf6,"metro los leones, capullo",720000.0,"capullo, providencia, chile, los leones, providencia",0.0,64.0,0.0,0,0,0,,0,,200000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,particular con identidad verificada,,,Providencia,2023-02-12 17:56:38.677575,pesos,Rm (metropolitana)
1394,1395,https://www.portalinmobiliario.com/mlc-1293173593-excelente-departamento-en-barrio-tradicional-yungay-_jm#position=50&search_layout=stack&type=item&tracking_id=f43a8e46-2a0e-45fb-8374-eb64442d2cf6,excelente departamento en barrio tradicional yungay,490000.0,"yungay 2663, santiago, chile, parque los reyes, santiago",0.0,100.0,0.0,0,0,0,,0,,60000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,,,Santiago,2023-02-12 17:56:38.677576,pesos,Rm (metropolitana)
1395,1396,https://www.portalinmobiliario.com/mlc-1287422500-loft-avenida-vitacura-2902edificio-portada-de-vitacura-_jm#position=1&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,loft avenida vitacura 2902/edificio portada de vitacura,580000.0,"av. vitacura 2902, las condes, región metropolitana, chile, centro financiero, las condes",0.0,60.0,0.0,0,0,0,,0,,125000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,particular con identidad verificada,,,Las condes,2023-02-12 17:56:38.677577,pesos,Rm (metropolitana)
1396,1397,https://www.portalinmobiliario.com/mlc-1303374234-departamento-2d-2b-altos-de-vina-3-_jm#position=2&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,"departamento 2d 2b , altos de viña 3 ",400000.0,"sendero sur 145, viña del mar, chile, viña del mar",0.0,50.0,0.0,0,0,0,,0,,50000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-33.0414979,-71.5546883,Viña del mar,2023-02-12 17:56:38.677577,pesos,Valparaíso
1397,1398,https://www.portalinmobiliario.com/mlc-1250069450-depto-nuevo-1-hab-1-bano-metro-san-miguel-_jm#position=3&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,depto. nuevo 1 hab 1 baño. metro san miguel ,290000.0,"álvarez de toledo 830, san miguel, chile, el llano, san miguel",3767.0,37.0,0.0,0,1,1,,0,,72000.0,null,,10,0,0,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4913056,-70.6456357,San miguel,2023-02-12 17:56:38.677578,pesos,Rm (metropolitana)
1398,1399,https://www.portalinmobiliario.com/mlc-1098113401-independencia-1-dormitorio-edif-nueva-inglaterra-_jm#position=4&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,independencia 1 dormitorio edif nueva inglaterra,240000.0,"inglaterra 1144, independencia, chile, hospitales, independencia",3085.0,30.0,21.0,0,1,1,,2,,32000.0,null,departamento,26,15,6,1030084607,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4126782,-70.6550924,Independencia,2023-02-12 17:56:38.677579,pesos,Rm (metropolitana)
1399,1400,https://www.portalinmobiliario.com/mlc-1257105860-el-gabino-con-patio-av-la-dehesa-lo-barnechea-_jm#position=5&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,,19.0,"el gabino/ con patio/ av. la dehesa/ lo barnechea, la dehesa, lo barnechea",439.0,38.0,5.0,1,1,1,1,0,1,220000.0,null,semi piso,1,0,0,2822,2023-02-11 00:00:00.000000,publicado hace 46 días por redflip,,,Lo barnechea,2022-12-28 17:56:38.677580,undefined,Rm (metropolitana)
1400,1401,https://www.portalinmobiliario.com/mlc-1295882310-arriendo-edmundo-eluchans-marzo-diciembre-_jm#position=6&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,arriendo edmundo eluchans marzo-diciembre,380000.0,"avenida edmundo eluchans 600 - 900, viña del mar, chile, reñaca, viña del mar",0.0,45.0,0.0,0,0,0,,0,,0.0,null,,0,0,0,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-32.968407,-71.5419396,Viña del mar,2023-02-12 17:56:38.677585,pesos,Valparaíso
1401,1402,https://www.portalinmobiliario.com/mlc-1289825987-amplio-duplex-anos-50-metro-irarrazabal-4-d-_jm#position=7&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,"amplio duplex años 50, metro irarrázabal / 4 d",1950.0,"san eugenio 1 - 300, ñuñoa, chile, metro irarrázaval, ñuñoa",105.0,100.0,5.0,0,4,2,,0,,80000.0,null,dúplex,4,0,0,0,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4534358,-70.6277673,Ñuñoa,2023-02-12 17:56:38.677586,undefinedconcentavos,Rm (metropolitana)
1402,1403,https://www.portalinmobiliario.com/mlc-1292067738-flor-de-azucenas-2d2b-cercano-a-metro-manquehue-_jm#position=8&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,flor de azucenas 2d/2b cercano a metro manquehue,21.0,"flor de azucena, las condes, chile, nueva las condes, las condes",70.0,65.0,5.0,0,2,2,1,0,1,0.0,null,departamento,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-33.4082483,-70.5738581,Las condes,2023-02-12 17:56:38.677587,undefined,Rm (metropolitana)
1403,1404,https://www.portalinmobiliario.com/mlc-1283512728-amplio-depto-4-dorm-a-pasos-de-metro-tobalaba-_jm#position=9&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,amplio depto. 4 dorm. a pasos de metro tobalaba,1050000.0,"avenida luis thayer ojeda 261, providencia, chile, metro tobalaba - mall costanera, providencia",0.0,126.0,0.0,0,0,0,,0,,250000.0,null,,0,0,0,081130,2023-02-11 00:00:00.000000,corredora con identidad verificada,,,Providencia,2023-02-12 17:56:38.677588,pesos,Rm (metropolitana)
1404,1405,https://www.portalinmobiliario.com/mlc-1303549497-luminoso-y-acogedor-depto-_jm#position=10&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,luminoso y acogedor depto.,500000.0,"vaticano 3600 - 3900, las condes, chile, vaticano, las condes",40.0,40.0,0.0,0,1,1,1,2,1,60000.0,null,,4,0,2,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4270961,-70.5852896,Las condes,2023-02-12 17:56:38.677589,pesos,Rm (metropolitana)
1405,1406,https://www.portalinmobiliario.com/mlc-1292837135-metro-los-dominicos-departamento-sin-comision-casi-nuevo-_jm#position=11&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,metro los domínicos - departamento sin comisión casi nuevo,17.0,"braganza 8300, las condes, chile, los dominicos, las condes",0.0,40.0,0.0,0,0,0,,0,,85000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-33.4086967,-70.5465732,Las condes,2023-02-12 17:56:38.677590,undefined,Rm (metropolitana)
1406,1407,https://www.portalinmobiliario.com/mlc-1297448038-depto-1d1b-con-estacionamiento-y-bodega-pasos-metro-_jm#position=12&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,"depto 1d1b con estacionamiento y bodega, pasos metro ",410000.0,"condell 1872, ñuñoa, chile, metro irarrázaval, ñuñoa",0.0,34.0,0.0,0,0,0,,0,,90000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,,,Ñuñoa,2023-02-12 17:56:38.677591,pesos,Rm (metropolitana)
1407,1408,https://www.portalinmobiliario.com/mlc-1057757345-excelente-oportunidad-dpto-2d-2b-1e-y-1b-a-pasos-del-metro-_jm#position=13&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,excelente oportunidad dpto 2d 2b 1e y 1b a pasos del metro ,13.0,"carlos silva vildósola 1068, el llano, san miguel",6033.0,56.0,0.0,0,2,2,1,0,,80000.0,null,,0,0,0,6323015,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4776344,-70.6481094,San miguel,2023-02-12 17:56:38.677592,undefined,Rm (metropolitana)
1408,1409,https://www.portalinmobiliario.com/mlc-1289046875-arriendo-departamento-nuevo-en-sector-sur-antofagasta-_jm#position=14&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,arriendo departamento nuevo en sector sur antofagasta ,750000.0,"avenida jaime guzmán errázuriz, antofagasta, chile, antofagasta",9407.0,94.0,0.0,0,3,2,1,6,,100000.0,null,,23,4,17,,2023-02-11 00:00:00.000000,particular con identidad verificada,-23.7174641,-70.4340374,Antofagasta,2023-02-12 17:56:38.677593,pesos,Antofagasta
1409,1410,https://www.portalinmobiliario.com/mlc-1288486721-departamento-muy-bien-ubicado-en-providencia-_jm#position=15&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,departamento muy bien ubicado en providencia,19.0,"av. ricardo lyon 2100 - 2400, providencia, chile, inés de suárez, providencia",0.0,60.0,0.0,0,0,0,,0,,120000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,particular con identidad verificada,-33.4407568,-70.6032944,Providencia,2023-02-12 17:56:38.677594,undefined,Rm (metropolitana)
1410,1411,https://www.portalinmobiliario.com/mlc-1267287930-departamento-en-arriendo-de-1-dorm-en-nunoa-_jm#position=16&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,departamento en arriendo de 1 dorm. en ñuñoa,470000.0,"suarez mujica/exequiel fernandez, plaza ñuñoa, ñuñoa",42.0,38.0,4.0,0,1,1,1,0,1,120000.0,null,,0,0,0,70554,2023-02-11 00:00:00.000000,publicado hace 38 días por nexxos,-33.4583167,-70.5990988,Ñuñoa,2023-01-05 17:56:38.677595,pesos,Rm (metropolitana)
1411,1412,https://www.portalinmobiliario.com/mlc-1297452884-moderno-depto-2d-centro-vina-metro-miramar-marzo-diciembre-_jm#position=17&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,"moderno depto 2d centro viña, metro miramar, marzo diciembre",600000.0,"viana 1 - 300, viña del mar, chile, centro de viña del mar, viña del mar",0.0,55.0,0.0,0,0,0,,0,,100000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-33.0248648,-71.5589959,Viña del mar,2023-02-12 17:56:38.677600,pesos,Valparaíso
1412,1413,https://www.portalinmobiliario.com/mlc-1049502413-departamento-en-arriendo-de-2-dorm-en-vitacura-_jm#position=18&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,departamento en arriendo de 2 dorm. en vitacura,51.0,"kennedy, parque bicentenario, vitacura",239.0,219.0,20.0,0,2,3,2,0,1,650000.0,null,,15,0,7,9367,2023-02-11 00:00:00.000000,publicado hace 5 meses por maudier propiedades,-33.4049046,-70.5914842,Vitacura,2022-09-12 17:56:38.677601,undefined,Rm (metropolitana)
1413,1414,https://www.portalinmobiliario.com/mlc-1030212109-zenteno-santiago-2d1b-50-descuento-primeros-3-meses-_jm#position=19&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,zenteno santiago 2d+1b 50% descuento primeros 3 meses ,300000.0,"zenteno 1200 - 1500, santiago, santiago centro, chile, parque o'higgins, santiago",0.0,38.0,0.0,0,0,0,,0,,55000.0,null,,0,0,0,1030212109,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4654041,-70.649818,Santiago,2023-02-12 17:56:38.677631,pesos,Rm (metropolitana)
1414,1415,https://www.portalinmobiliario.com/mlc-1295918785-precioso-duplex-con-patio-a-pasos-del-portal-la-dehesa-_jm#position=20&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,"precioso duplex con patio, a pasos del portal la dehesa",1750000.0,"el gabino 13220, lo barnechea, chile, la dehesa, lo barnechea",200.0,148.0,0.0,0,4,4,3,0,1,280000.0,null,dúplex,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,,,Lo barnechea,2023-02-12 17:56:38.677632,pesos,Rm (metropolitana)
1415,1416,https://www.portalinmobiliario.com/mlc-1285955939-lindo-depto-1-dormitorio-2-ambientes-lord-cochrane-_jm#position=21&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,lindo depto 1 dormitorio!!! 2 ambientes.!!! lord cochrane. ,270000.0,"lord cochrane 1 - 300, santiago, región metropolitana, chile, parque almagro, santiago",31.0,30.0,1.0,0,1,1,,2,,55000.0,null,departamento,14,6,4,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4501755,-70.6545575,Santiago,2023-02-12 17:56:38.677633,pesos,Rm (metropolitana)
1416,1417,https://www.portalinmobiliario.com/mlc-1292149054-loft-sector-plaza-nunoa-zona-norte-_jm#position=22&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,"loft sector plaza nuñoa, zona norte",480000.0,"jorge washington 260, ñuñoa, santiago, chile, plaza ñuñoa, ñuñoa",0.0,26.0,0.0,0,0,0,,0,,160000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-33.4525591,-70.5943757,Ñuñoa,2023-02-12 17:56:38.677634,pesos,Rm (metropolitana)
1417,1418,https://www.portalinmobiliario.com/mlc-1290085356-departamento-en-arriendo-de-1-dorm-en-barrio-italia-nunoa-_jm#position=23&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,departamento en arriendo de 1 dorm. en barrio italia - ñuñoa,1280.0,"barrio italia, metro irarrázaval, ñuñoa",4173.0,36.0,55.0,0,1,1,,0,,60000.0,null,,26,8,0,5187,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4513214,-70.6265136,Ñuñoa,2023-02-12 17:56:38.677635,undefinedconcentavos,Rm (metropolitana)
1418,1419,https://www.portalinmobiliario.com/mlc-1282109231-mc-1d-con-estacionamiento-y-bodega-el-dante-_jm#position=24&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,"mc - 1d con estacionamiento y bodega, el dante.",630000.0,"el dante 4200, las condes, chile, metro escuela militar, las condes",42.0,36.0,0.0,0,1,1,1,0,1,80000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4115368,-70.5880782,Las condes,2023-02-12 17:56:38.677636,pesos,Rm (metropolitana)
1419,1420,https://www.portalinmobiliario.com/mlc-1288471918-excelente-depto-dr-roberto-del-rio-_jm#position=25&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,excelente depto dr roberto del rio ,29.0,"dr. roberto del río, providencia, chile, las lilas, providencia",120.0,115.0,5.0,0,3,3,1,5,1,190000.0,null,departamento,6,6,6,,2023-02-11 00:00:00.000000,particular con identidad verificada,,,Providencia,2023-02-12 17:56:38.677637,undefined,Rm (metropolitana)
1420,1421,https://www.portalinmobiliario.com/mlc-1291911468-dpto-3d-2b-no-2do-piso-linda-vista-a-jardin-arrienda-dueno-_jm#position=26&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,dpto 3d-2b no 2do piso linda vista a jardin arrienda dueño,1100000.0,"oslo 443, las condes, chile, metro manquehue - apumanque, las condes",105.0,95.0,10.0,0,3,2,1,0,1,290000.0,null,departamento,0,0,2,,2023-02-11 00:00:00.000000,particular con identidad verificada,-33.4049024,-70.565862,Las condes,2023-02-12 17:56:38.677638,pesos,Rm (metropolitana)
1421,1422,https://www.portalinmobiliario.com/mlc-1270523462-promo-departamento-2-habitaciones-y-estacionamiento-en-nunoa-_jm#position=27&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,promo departamento 2 habitaciones y estacionamiento en ñuñoa,550000.0,"pucará 4880, ñuñoa, chile, metro simón bolivar, ñuñoa",50.0,50.0,2.0,0,2,2,1,0,,90000.0,null,departamento,15,0,4,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4445102,-70.5802052,Ñuñoa,2023-02-12 17:56:38.677639,pesos,Rm (metropolitana)
1422,1423,https://www.portalinmobiliario.com/mlc-1297466888-depto-semi-nuevo-con-piscina-y-estacionamiento-excelente-_jm#position=28&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,"depto semi nuevo, con piscina y estacionamiento, excelente",420000.0,"mujica 99, ñuñoa, chile, metro irarrázaval, ñuñoa",52.0,50.0,3.0,0,1,1,1,2,,85000.0,null,departamento,27,7,21,,2023-02-11 00:00:00.000000,particular con identidad verificada,-33.4508737,-70.6296702,Ñuñoa,2023-02-12 17:56:38.677639,pesos,Rm (metropolitana)
1423,1424,https://www.portalinmobiliario.com/mlc-1301256218-sin-gasto-comun-amoblado-totalmente-_jm#position=29&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,sin gasto comun amoblado totalmente,890000.0,"cam. san francisco de asis 115, las condes, región metropolitana, chile, san damián, las condes",50.0,50.0,0.0,0,1,1,1,0,,0.0,null,,0,0,0,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.3738153,-70.5171106,Las condes,2023-02-12 17:56:38.677640,pesos,Rm (metropolitana)
1424,1425,https://www.portalinmobiliario.com/mlc-1290904630-arriendo-departamento-sector-nueva-costanera-_jm#position=30&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,arriendo departamento. sector nueva costanera,18.0,"alonso de córdova, vitacura, chile, parque arauco, las condes",0.0,48.0,0.0,0,0,0,,0,,140000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-33.4044705,-70.5838346,Las condes,2023-02-12 17:56:38.677641,undefined,Rm (metropolitana)
1425,1426,https://www.portalinmobiliario.com/mlc-1199710587-arriendo-departamento-4d-casino-vina-del-mar-_jm#position=31&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,arriendo departamento 4d - casino viña del mar,41.0,"plano viña de mar - sector ponientes, libertad, viña del mar",0.0,140.0,0.0,0,0,0,,0,,150000.0,null,,0,0,0,19683,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.0214974,-71.553061,Viña del mar,2023-02-12 17:56:38.677642,undefined,Valparaíso
1426,1427,https://www.portalinmobiliario.com/mlc-1306379517-depto-luminoso-a-pasos-del-bicentenario-_jm#position=32&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,depto luminoso a pasos del bicentenario,22.0,"avenida vitacura 3082, vitacura, chile, parque bicentenario, vitacura",80.0,80.0,0.0,0,2,2,1,4,,220000.0,null,departamento,10,4,0,,2023-02-11 00:00:00.000000,particular con identidad verificada,,,Vitacura,2023-02-12 17:56:38.677643,undefined,Rm (metropolitana)
1427,1428,https://www.portalinmobiliario.com/mlc-1291270846-espectacular-departamento-en-pedro-de-valdivia-norte-_jm#position=33&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,espectacular departamento en pedro de valdivia norte,40.0,"av. el cerro 1823, providencia, chile, pedro de valdivia norte, providencia",0.0,140.0,0.0,0,0,0,,0,,350.0,null,,0,0,0,,2023-02-11 00:00:00.000000,particular con identidad verificada,,,Providencia,2023-02-12 17:56:38.677644,undefined,Rm (metropolitana)
1428,1429,https://www.portalinmobiliario.com/mlc-1257039753-campus-oriente-uc-vista-despejada-_jm#position=34&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7," campus oriente uc vista despejada, ",850000.0,"campus oriente uc vista despejada,, plaza ñuñoa, ñuñoa",0.0,91.0,0.0,0,0,0,,0,,150000.0,null,,0,0,0,29,2023-02-11 00:00:00.000000,corredora con identidad verificada,,,Ñuñoa,2023-02-12 17:56:38.677645,pesos,Rm (metropolitana)
1429,1430,https://www.portalinmobiliario.com/mlc-1295901976-arriendo-depto-1d1b-a-tres-cuadras-metro-ines-de-suarez-_jm#position=35&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,arriendo depto. 1d&1b a tres cuadras metro inés de suárez,550000.0,"bustos & rodó, providencia, chile, inés de suárez, providencia",0.0,50.0,0.0,0,0,0,,0,,105000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,,,Providencia,2023-02-12 17:56:38.677646,pesos,Rm (metropolitana)
1430,1431,https://www.portalinmobiliario.com/mlc-1303600028-arriendo-hermoso-departamento-_jm#position=36&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,arriendo hermoso departamento,740000.0,"antonio varas 2171, ñuñoa, chile, metro monseñor eyzaguirre, ñuñoa",0.0,88.0,0.0,0,0,0,,0,,150.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-33.4472355,-70.6113158,Ñuñoa,2023-02-12 17:56:38.677647,pesos,Rm (metropolitana)
1431,1432,https://www.portalinmobiliario.com/mlc-1058485035-departamento-en-arriendo-de-3-dorm-en-las-condes-_jm#position=37&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,departamento en arriendo de 3 dorm. en las condes,1600000.0,"el golf, barrio el golf, las condes",175.0,140.0,35.0,0,3,0,2,0,1,290566.0,null,,0,2,0,9383,2023-02-11 00:00:00.000000,publicado hace 4 meses por maudier propiedades,-33.4183182,-70.5918071,Las condes,2022-10-12 17:56:38.677648,pesos,Rm (metropolitana)
1432,1433,https://www.portalinmobiliario.com/mlc-1286093948-amplio-departamento-excelente-ubicacion-_jm#position=38&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,amplio departamento excelente ubicacion ,800000.0,"austria 2140, providencia, chile, los leones, providencia",80.0,85.0,5.0,0,2,2,1,4,1,140000.0,null,departamento,10,5,6,,2023-02-11 00:00:00.000000,particular con identidad verificada,-33.4345969,-70.6061106,Providencia,2023-02-12 17:56:38.677677,pesos,Rm (metropolitana)
1433,1434,https://www.portalinmobiliario.com/mlc-1287606570-departamento-santiago-centro-3-dormitorios-vista-despejada-_jm#position=39&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,"departamento santiago centro, 3 dormitorios vista despejada",480000.0,"manuel antonio tocornal 383, santiago, chile, santa isabel, santiago",62.0,62.0,0.0,0,3,2,,4,,95000.0,null,departamento,20,8,16,avd-sc-48,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4481869,-70.641035,Santiago,2023-02-12 17:56:38.677679,pesos,Rm (metropolitana)
1434,1435,https://www.portalinmobiliario.com/mlc-1299084199-espectacular-departamento-cerca-de-todo-en-stgo-_jm#position=40&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,espectacular departamento cerca de todo en stgo,395000.0,"avenida manuel rodríguez 146, santiago, chile, barrio brasil, santiago",0.0,58.0,0.0,0,0,0,,0,,35000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-33.4423459,-70.6606518,Santiago,2023-02-12 17:56:38.677680,pesos,Rm (metropolitana)
1435,1436,https://www.portalinmobiliario.com/mlc-1297054644-corredora-arrienda-precioso-depto-coronel-esquina-suecia-_jm#position=41&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,corredora arrienda precioso depto coronel esquina suecia ,720000.0,"coronel & suecia, providencia, chile, los leones, providencia",60.0,60.0,15.0,0,2,1,,2,,75000.0,null,departamento,8,6,8,,2023-02-11 00:00:00.000000,particular con identidad verificada,-33.4227157,-70.6070943,Providencia,2023-02-12 17:56:38.677681,pesos,Rm (metropolitana)
1436,1437,https://www.portalinmobiliario.com/mlc-1313706444-arriendo-depto-amoblado-1d-1b-terraza-y-vista-panoramica-_jm#position=42&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,arriendo depto. amoblado 1d-1b. terraza y vista panorámica ,1620.0,"francisco antonio encina 1781, providencia, chile, pedro de valdivia, providencia",45.0,45.0,0.0,0,1,1,,0,1,0.0,null,departamento,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-33.4248412,-70.616103,Providencia,2023-02-12 17:56:38.677682,undefinedconcentavos,Rm (metropolitana)
1437,1438,https://www.portalinmobiliario.com/mlc-1313694431-arriendo-departamento-en-renaca-ano-corrido-_jm#position=43&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,"arriendo departamento en reñaca, año corrido.",450000.0,"bernardo o'higgins 1260, viña del mar, chile, reñaca, viña del mar",0.0,65.0,0.0,0,0,0,,0,,110000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-32.9697974,-71.5309899,Viña del mar,2023-02-12 17:56:38.677683,pesos,Valparaíso
1438,1439,https://www.portalinmobiliario.com/mlc-1294525779-departamento-nunoa-35-m2-vista-despejada-_jm#position=44&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,"departamento ñuñoa, 35 m/2 vista despejada",9.0,"san eugenio 1551, ñuñoa, santiago, chile, parque san eugenio - metro ñuble, ñuñoa",0.0,35.0,0.0,0,0,0,,0,,50000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,02_11_2023,-33.4664563,-70.6241391,Ñuñoa,2023-02-12 17:56:38.677683,undefined,Rm (metropolitana)
1439,1440,https://www.portalinmobiliario.com/mlc-1270716956-departamento-en-arriendo-de-2-dorm-en-nunoa-_jm#position=45&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,departamento en arriendo de 2 dorm. en ñuñoa,1936.0,"las dalias, estadio nacional, ñuñoa",0.0,75.0,0.0,0,0,0,,0,,145000.0,null,,0,0,0,2372,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.47208,-70.60202,Ñuñoa,2023-02-12 17:56:38.677684,undefinedconcentavos,Rm (metropolitana)
1440,1441,https://www.portalinmobiliario.com/mlc-1238919181-alonso-de-cordoba-parque-arauco-gastos-comunes-bajos-_jm#position=46&search_layout=stack&type=item&tracking_id=9274d288-261c-47c4-9783-58c4b46c5ab7,alonso de córdoba / parque arauco gastos comunes bajos,1290000.0,"alonso de córdova 4500 - 4800, las condes, chile, parque arauco, las condes",0.0,140.0,0.0,0,0,0,,0,,200000.0,null,,0,0,0,,2023-02-11 00:00:00.000000,corredora con identidad verificada,,,Las condes,2023-02-12 17:56:38.677685,pesos,Rm (metropolitana)
